user_id,condition,question_id_1,correct_1,tentative_1,hinted_1,question_id_2,correct_2,tentative_2,hinted_2,question_id_3,correct_3,tentative_3,hinted_3,question_id_4,correct_4,tentative_4,hinted_4,question_id_5,correct_5,tentative_5,hinted_5
52,_1_SIDE_ANTAGONIST,1,FALSE,1,FALSE,2,FALSE,1,TRUE,3,TRUE,1,FALSE,4,FALSE,1,FALSE,5,TRUE,1,FALSE
53,_1_SIDE_ANTAGONIST,1,TRUE,1,FALSE,2,FALSE,2,FALSE,3,FALSE,1,FALSE,4,TRUE,1,FALSE,5,TRUE,2,FALSE
54,_2_SIDE_AGREEABLENESS,1,TRUE,1,FALSE,2,FALSE,1,FALSE,3,TRUE,1,FALSE,4,TRUE,1,FALSE,5,TRUE,1,FALSE
55,_1_SIDE_ANTAGONIST,1,TRUE,1,FALSE,2,FALSE,1,FALSE,3,FALSE,1,FALSE,4,FALSE,1,FALSE,5,FALSE,1,FALSE
56,_2_SIDE_AGREEABLENESS,1,TRUE,1,FALSE,2,FALSE,1,FALSE,3,TRUE,1,FALSE,4,FALSE,1,FALSE,5,FALSE,1,FALSE
57,_1_SIDE_ANTAGONIST,1,TRUE,1,FALSE,2,FALSE,1,FALSE,3,TRUE,1,FALSE,4,FALSE,1,FALSE,5,TRUE,1,FALSE
58,_2_SIDE_AGREEABLENESS,1,TRUE,1,FALSE,2,TRUE,1,FALSE,3,FALSE,1,FALSE,4,FALSE,1,FALSE,5,TRUE,1,FALSE
59,_1_SIDE_ANTAGONIST,1,TRUE,1,FALSE,2,FALSE,1,FALSE,3,TRUE,1,FALSE,4,FALSE,2,FALSE,5,FALSE,1,FALSE
60,_2_SIDE_AGREEABLENESS,1,TRUE,1,FALSE,2,FALSE,1,TRUE,3,TRUE,1,TRUE,4,TRUE,1,FALSE,5,FALSE,1,TRUE
61,_1_SIDE_ANTAGONIST,1,TRUE,1,FALSE,2,FALSE,1,FALSE,3,FALSE,1,FALSE,4,TRUE,1,FALSE,5,FALSE,1,FALSE
62,_2_SIDE_AGREEABLENESS,1,TRUE,1,FALSE,2,FALSE,1,FALSE,3,FALSE,2,FALSE,4,TRUE,1,FALSE,5,TRUE,2,FALSE
63,_1_SIDE_ANTAGONIST,1,FALSE,1,FALSE,2,FALSE,1,FALSE,3,FALSE,1,FALSE,4,FALSE,2,FALSE,5,FALSE,2,FALSE
